,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,source,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_Identifier_0,Outlet_Identifier_1,Outlet_Identifier_2,Outlet_Identifier_3,Outlet_Identifier_4,Outlet_Identifier_5,Outlet_Identifier_6,Outlet_Identifier_7,Outlet_Identifier_8,Outlet_Identifier_9
2634,FDW26,220.3772,4447.544,0.10703694300000001,11.8,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2635,FDV51,166.1842,5470.8786,0.032381325,16.349999999999998,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2636,FDT33,168.7158,2673.8528,0.034043502999999996,7.81,train,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2637,FDQ40,177.2712,3339.6528,0.036027524,11.1,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2638,FDX40,38.3164,502.0132,0.0,12.85,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2639,FDU31,216.7508,3038.7112,0.02498633,10.5,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2640,DRJ01,161.0236,1288.9888,0.11503240599999999,6.135,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2641,FDP11,216.9166,4354.332,0.068765925,15.849999999999998,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2642,NCN43,125.17299999999999,3202.498,0.0067270080000000005,12.150000000000002,train,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2643,FDA15,249.6092,5976.2208,0.016087659,9.3,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2644,FDO04,54.6614,884.1824,0.0,16.6,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2645,NCF43,142.947,3006.087,0.051936086,8.51,train,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2646,NCI17,95.441,3282.3940000000002,0.1442339,8.645,train,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2647,FDY47,128.83100000000002,1038.6480000000001,0.05443912,8.6,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2648,FDF20,196.4768,6306.4576,0.033059299,12.849999999999998,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2649,NCS53,158.4604,2693.8268,0.089778187,14.5,train,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2650,FDK38,149.5734,2524.0478,0.053372768,6.65,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2651,FDW43,225.9036,3643.2576,0.022406575,20.1,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2652,FDV57,179.266,1438.128,0.065896556,15.25,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2653,FDX26,182.3292,4195.8716,0.088305201,17.7,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2654,FDR04,97.3068,1263.6884,0.022566975,7.075,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2655,FDP19,129.3652,2066.6432,0.0,11.5,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2656,FDT07,254.533,1281.665,0.077756427,5.82,train,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2657,DRB24,155.1656,4016.1056,0.020609218000000002,8.785,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2658,FDB36,129.1626,3672.5528,0.0,5.465,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2659,NCE07,140.9154,2127.231,0.013066448,8.18,train,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2660,FDI16,52.56399999999999,2290.3520000000008,0.135118202,14.0,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2661,FDP45,252.2724,1258.362,0.030624844,15.7,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2662,NCC43,251.9066,4267.1122,0.09270568300000001,7.39,train,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2663,FDQ23,102.9332,102.5332,0.042941559000000004,6.549999999999999,train,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2664,FDW24,48.6034,291.6204,0.03748996,6.8,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2665,FDW09,80.2302,2139.2154,0.025795292999999997,13.650000000000002,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2666,FDN10,120.2124,1540.6612,0.046115083,11.5,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2667,FDE23,45.606,1724.422,0.053170949,17.6,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2668,FDV16,34.9558,645.1602,0.08291501700000001,7.75,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2669,FDF12,148.6076,3990.8052,0.082028694,8.235,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2670,FDN21,161.8236,1611.236,0.076975118,18.6,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2671,DRC25,86.0882,1116.5466,0.045371855,5.73,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2672,NCP18,149.0708,1203.7664,0.028642712,12.15,train,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2673,FDW60,174.637,2999.429,0.017047751,5.44,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2674,FDY04,165.021,3425.5409999999997,0.042562588,17.7,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2675,NCJ31,240.6196,4579.3724,0.18176926399999999,19.2,train,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2676,DRN47,180.666,4134.6179999999995,0.016812745,12.1,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2677,FDU13,145.6418,3384.2614,0.0,8.355,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2678,FDT39,151.1366,453.4098,0.016516867,6.26,train,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2679,NCQ18,101.37,2097.27,0.13496039699999998,15.75,train,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2680,FDV25,221.5456,6852.4136,0.045614252,5.905,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2681,NCE30,210.3902,1486.7314,0.099136036,16.0,train,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2682,NCN42,148.9418,3531.4032,0.014222617,20.25,train,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2683,FDW25,83.4224,1448.7808,0.037457098,5.175,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2684,FDS49,77.2644,1335.5948,0.07927948900000001,9.0,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2685,FDN34,168.2132,2367.5848,0.045835395,15.6,train,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2686,FDS45,107.7622,2011.3818,0.029616108,5.175,train,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2687,NCL53,175.4028,6729.9064,0.0,7.5,train,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2688,FDT38,83.3566,1860.2452,0.0576269,18.7,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2689,NCX06,182.6976,3440.8544,0.015687045,17.6,train,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2690,NCY17,43.5086,1070.6064,0.162960415,18.2,train,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2691,NCO18,179.5686,1422.1488,0.024651269,13.15,train,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2692,FDY47,130.231,129.83100000000002,0.09119581800000001,8.6,train,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2693,FDF57,168.6448,3408.8959999999997,0.05854250900000001,14.5,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2694,FDS26,262.1594,3139.9128,0.08960832099999999,20.35,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2695,NCL17,140.6812,3704.5112,0.067766896,7.39,train,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2696,NCB18,88.7514,2656.542,0.041355366,19.6,train,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2697,FDA50,95.441,193.082,0.14591330800000002,16.25,train,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2698,DRE13,86.5198,1395.5168,0.027748176,6.28,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2699,DRE60,226.072,3621.952,0.159201868,9.395,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2700,FDB20,79.1986,778.9860000000001,0.052274691,7.72,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2701,NCS18,106.4938,2465.4574,0.042175992,12.65,train,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2702,FDH19,175.1738,347.5476,0.057933643,19.35,train,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2703,FDS47,88.7856,966.7416,0.0,16.75,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2704,FDC09,102.3332,922.7988,0.026280116,15.5,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2705,DRG23,153.3682,1219.7456,0.086916126,8.88,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2706,FDU34,126.3046,747.0276,0.075347426,18.25,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2707,FDZ40,52.9298,539.298,0.040410039,8.935,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2708,NCE30,210.7902,4460.1942,0.09911729,16.0,train,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2709,FDA44,55.093,1018.674,0.053439522,19.7,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2710,FDB32,93.9778,2816.334000000001,0.023448504,20.6,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2711,NCO06,32.4558,101.8674,0.10803043400000001,19.25,train,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2712,FDY44,198.31099999999998,2553.343,0.024404558,14.15,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2713,FDG10,58.2588,343.5528,0.010961483000000001,6.63,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2714,FDF38,39.6138,365.5242,0.026358005,11.8,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2715,FDW59,85.9566,169.1132,0.03627089,13.150000000000002,train,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2716,FDP34,155.563,4224.501,0.137227848,12.85,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2717,FDZ26,239.8222,4063.3774,0.144832027,11.6,train,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2718,FDH17,97.0726,293.6178,0.029157849,16.2,train,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2719,FDU44,161.0552,3411.5592,0.058756205,12.15,train,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2720,FDS23,128.2994,2698.4874,0.14110815599999998,4.635,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2721,DRE03,48.5718,425.4462,0.024325592000000004,19.6,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2722,FDY57,95.0752,2588.6304,0.121500143,20.2,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2723,FDH50,185.2266,5901.6512,0.160653682,15.0,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2724,DRY23,44.6112,511.3344,0.109096371,9.395,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2725,FDT27,232.8616,2812.3392,0.069574013,11.395,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2726,FDB38,158.792,2556.672,0.027458099,19.5,train,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2727,FDY16,184.4266,3504.1054,0.09222675400000001,18.35,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2728,FDG33,173.4764,171.7764,0.234733477,5.365,train,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2729,FDN04,180.4344,535.3032,0.014144442,11.8,train,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2730,FDJ48,247.5118,2470.118,0.056754035999999994,11.3,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2731,NCC07,104.0964,525.982,0.023999722,19.6,train,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2732,FDI35,182.0634,4544.085,0.041355366,14.0,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2733,DRH49,84.3592,743.0328,0.024655594,19.7,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2734,FDY51,220.0798,4848.3556,0.081134826,12.5,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2735,NCG07,191.253,2656.542,0.052608525,12.3,train,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2736,FDA22,165.2158,2840.9686,0.084452363,7.435,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2737,FDA33,146.9076,2956.152,0.033899898,6.48,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2738,FDV03,154.6314,1861.5768,0.058042925999999995,17.6,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2739,FDP27,188.453,4364.319,0.11969288800000001,8.155,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2740,FDZ20,253.4356,2797.6916,0.0343603,16.1,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2741,FDR56,199.0768,2759.0752,0.10092250300000001,15.5,train,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2742,NCV41,109.3228,2431.5016,0.016956266,14.349999999999998,train,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2743,FDU11,121.0098,2530.7058,0.092576144,4.785,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2744,NCB30,197.1084,4761.8016,0.025742955,14.6,train,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2745,FDX23,95.4436,1229.0668,0.029812714,6.445,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2746,FDY24,55.0298,647.1576,0.133382115,4.88,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2747,FDZ37,88.5198,261.6594,0.0,8.1,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2748,FDL10,97.9042,1686.4714,0.039484739,8.395,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2749,NCE18,250.175,2996.1,0.021425341,10.0,train,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2750,FDY60,143.8128,4458.1968,0.02624324,10.5,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2751,FDT24,77.1328,2239.7512,0.185704641,12.35,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2752,NCV06,192.4478,2712.4692,0.066668724,11.3,train,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2753,FDP51,119.6124,592.562,0.14930549699999998,13.849999999999998,train,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2754,FDU49,85.75399999999998,2163.85,0.030688557,19.5,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2755,FDQ16,110.3912,3275.736,0.041803291,19.7,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2756,FDV16,32.6558,679.1160000000001,0.08286168599999999,7.75,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2757,FDL36,88.48299999999998,988.7130000000001,0.076385385,15.1,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2758,FDE09,111.5228,1768.3648,0.021498767999999998,8.775,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2759,NCV54,116.6124,1540.6612,0.033102681,11.1,train,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2760,FDH27,142.0128,2588.6304,0.058676973,7.075,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2761,FDF33,108.4596,3020.0688,0.021531416,7.97,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2762,NCP18,151.0708,2858.9452,0.028592842,12.15,train,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2763,FDZ45,200.4084,3968.1679999999997,0.06714840700000001,14.1,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2764,FDU25,56.2246,1737.7379999999994,0.026552056,12.349999999999998,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2765,FDQ40,175.8712,175.7712,0.060302689000000013,11.1,train,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2766,DRD25,111.686,452.744,0.13826987300000002,6.134999999999999,train,28,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2767,FDJ57,186.5582,185.7582,0.036109859,7.42,train,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2768,FDT43,52.1324,934.7832,0.020579897,16.35,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2769,FDH44,146.8418,1765.7016,0.025912378,19.1,train,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2770,FDR31,143.8102,291.6204,0.086077865,6.46,train,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2771,FDQ27,102.899,1651.184,0.044432887000000004,5.19,train,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2772,DRK13,200.2084,4563.3932,0.115346634,11.8,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2773,FDB04,87.9856,1494.0552,0.063226306,11.35,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2774,NCI54,109.6912,1419.4856,0.03366718,15.2,train,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2775,FDP19,128.8652,1291.652,0.17386795800000002,11.5,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2776,FDB37,240.8538,7931.6754,0.022936487999999998,20.25,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2777,NCR05,196.5084,595.2252,0.054585372,10.1,train,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2778,FDZ15,120.1782,2026.0294,0.020913071000000002,13.1,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2779,NCQ29,259.5278,2603.278,0.104230135,12.0,train,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2780,FDL04,106.5622,2117.244,0.111923422,19.0,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2781,DRH49,83.8592,247.6776,0.024756031,19.7,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2782,FDT07,256.133,256.33299999999997,0.135375727,5.82,train,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2783,NCI55,120.9414,2680.5108,0.012679226000000002,18.6,train,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2784,FDP19,129.0652,3487.4604,0.173483253,11.5,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2785,FDV45,187.9556,2816.334000000001,0.045138797,16.75,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2786,FDG26,254.433,2050.6639999999998,0.04282359,18.85,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2787,DRJ01,161.5236,1288.9888,0.115010655,6.135,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2788,FDD14,184.4266,3688.532,0.16977634600000002,20.7,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2789,DRH37,165.4526,1644.526,0.041608488,17.6,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2790,NCD18,228.3668,5298.4364,0.072608647,16.0,train,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2791,NCE55,176.83700000000005,2117.244,0.130191993,8.92,train,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2792,NCQ43,108.8912,327.5736,0.11193119300000001,17.75,train,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
